Year,Team Number,City,State,Country,Team Name,latitude,longitude
2002,894,Flint,Michigan,USA,894: Chargers,43.0114403,-83.6867905
2002,900,Durham,North Carolina,USA,900: ?The Zebracorns?,35.9954185,-78.8964386
2002,904,Grand Rapids,Michigan,USA,904: D cubed,42.9664116,-85.6711807
2002,910,Madison Heights,Michigan,USA,910: The Foley Freeze,42.5199814,-83.1094131
2002,919,Toronto,Ontario,Canada,919: Tiger Techs,43.6573982,-79.4328003
2002,930,Mukwonago,Wisconsin,USA,930: Mukwonago BEARs,42.8588905,-88.3293304
2002,931,St. Louis,Missouri,USA,931: Perpetual Chaos,38.6277504,-90.1995621
2002,932,Tulsa,Oklahoma,USA,932: Circuit Chargers,36.1497383,-95.9933319
2002,935,Newton,Kansas,USA,935: RaileRobotics,38.0531387,-97.3451309
2002,937,Overland Park,Kansas,USA,937: Robo Tribe,38.98489,-94.6716766
2002,945,Orlando,Florida,USA,945: Team Banana,28.5382309,-81.377388
2002,948,Bellevue,Washington,USA,948: NRG (Newport Robotics Group),47.6100197,-122.187851
2002,949,Bellevue,Washington,USA,949: Wolverine Robotics,47.6100197,-122.187851
2002,955,Corvallis,Oregon,USA,955: CV Robotics,44.5650406,-123.2635269
2002,957,Albany,Oregon,USA,957: SWARM,44.635479,-123.1077576
2002,967,Marion,Iowa,USA,967: Iron Lions,42.0332909,-91.5998993
2002,968,West Covina,California,USA,968: RAWC (Robotics Alliance Of West Covina),34.0721397,-117.9380722
2002,971,Mountain View,California,USA,971: Spartan Robotics,37.3896713,-122.0815964
2002,972,Los Gatos,California,USA,972: Iron Claw,37.2213097,-121.9792709
2002,973,Atascadero,California,USA,973: Greybots,35.4886894,-120.6690598
2002,977,South Boston,Virginia,USA,977: Cometbots,36.6988602,-78.9013214
2002,980,Sylmar,California,USA,980: ThunderBots,34.3132248,-118.4476776
2002,981,Lebec,California,USA,981: Snobotics,34.8373299,-118.8636169
2002,987,Las Vegas,Nevada,USA,987: HIGHROLLERS,36.1719093,-115.1399689
2002,988,Las Vegas,Nevada,USA,988: Steel Phoenix,36.1719093,-115.1399689
2002,991,Phoenix,Arizona,USA,991: BroncoBotics,33.4482498,-112.075798
2002,996,Casa Grande,Arizona,USA,996: Mecha Knights,32.8795395,-111.7503204
2002,997,Corvallis,Oregon,USA,997: Spartan Robotics,44.5650406,-123.2635269
2002,999,Cheshire,Connecticut,USA,999: MechaRAMS,41.5116882,-72.8991089
2003,1002,Marietta,Georgia,USA,1002: The CircuitRunners,33.9531898,-84.5458832
2003,1011,Tucson,Arizona,USA,1011: CRUSH,32.22155,-110.9697571
2003,1014,Dublin,Ohio,USA,1014: Bad Robots,40.104969,-83.1330872
2003,1018,Indianapolis,Indiana,USA,1018: Pike RoboDevils,39.7669106,-86.1499634
2003,1023,Temperance,Michigan,USA,1023: Bedford Express,41.778759,-83.5688171
2003,1024,Indianapolis,Indiana,USA,1024: Kil-A-Bytes,39.7669106,-86.1499634
2003,1025,Ferndale,Michigan,USA,1025: IMPIS,42.460659,-83.1314163
2003,1027,West Springfield,Massachusetts,USA,1027: Project Jabberwocky,42.1058388,-72.621727
2003,1038,Liberty Township,Ohio,USA,1038: Thunderhawks,41.4411125,-84.0469437
2003,1051,Marion,South Carolina,USA,1051: Technical Terminators,34.1780586,-79.4004135
2003,1056,Hilo,Hawaii,USA,1056: Hot Rocks,19.7192402,-155.0818481
2003,1058,Londonderry,New Hampshire,USA,1058: PVC Pirates,42.8663788,-71.3747787
2003,1065,Kissimmee,Florida,USA,1065: The Moose,28.2944298,-81.4067383
2003,1071,Wolcott,Connecticut,USA,1071: Team Max,41.5786896,-72.9829712
2003,1072,San Jose,California,USA,1072: Harker Robotics,37.3385811,-121.8855667
2003,1073,Hollis,New Hampshire,USA,1073: The Force Team,42.7431107,-71.5914993
2003,1075,Whitby,Ontario,Canada,1075: Sprockets,43.9063988,-78.9136963
2003,1076,Ann Arbor,Michigan,USA,1076: Pi Hi Samurai,42.2821007,-83.7484665
2003,1080,Richmond,Virginia,USA,1080: Resurgence Robotics,37.540699,-77.4336472
2003,1086,Glen Allen,Virginia,USA,1086: Blue Cheese,37.6653099,-77.5041504
2003,1089,Hightstown,New Jersey,USA,1089: Team Mercury,40.2704086,-74.5225296
2003,1091,Hartford,Wisconsin,USA,1091: Oriole Assault,43.3194008,-88.378891
2003,1094,O'Fallon,Missouri,USA,1094: Channel Cats,38.8102913,-90.6999435
2003,1099,Brookfield,Connecticut,USA,1099: DiscoTechs,41.4620895,-73.3962479
2003,1100,Northboro,Massachusetts,USA,1100: The T-Hawks,42.3202095,-71.6370163
2003,1102,Aiken,South Carolina,USA,1102: Aiken County Robotics,33.5616417,-81.7221375
2003,1108,Paola,Kansas,USA,1108: Panther Robotics,38.5788918,-94.8757706
2003,1111,Edgewater,Maryland,USA,1111: Power Hawks,38.9260712,-76.5655212
2003,1114,St. Catharines,Ontario,Canada,1114: Simbotics,43.1381989,-79.2254028
2003,1123,Burke (open to all Fairfax & Loudoun County),Virginia,USA,1123: AIM Robotics,38.7932281,-77.2722778
2003,1124,Avon,Connecticut,USA,1124: UberBots,41.8108788,-72.8296509
2003,1126,Webster,New York,USA,1126: SPARX,43.2088699,-77.4596176
2003,1127,Milton,Georgia,USA,1127: Lotus Robotics,34.13694,-84.2855606
2003,1137,Mathews,Virginia,USA,1137: Rocket Sauce,37.4378204,-76.3120422
2003,1138,West Hills,California,USA,1138: Eagle Engineering,34.2073441,-118.6377563
2003,1143,Clarks Summit,Pennsylvania,USA,1143: Cruzin' Comets,41.4932785,-75.7008514
2003,1148,Studio City,California,USA,1148: Wafflebots,34.1399727,-118.3891754
2003,1153,Walpole,Massachusetts,USA,1153: Robo-Rebels,42.1462517,-71.2491302
2003,1155,Bronx,New York,USA,1155: SciBorgs,40.8372917,-73.8860092
2003,1156,Novo Hamburgo,Rio Grande do Sul,Brazil,1156: Under Control,-29.6832504,-51.1277618
2003,1157,Boulder,Colorado,USA,1157: Landsharks,40.0157394,-105.2792435
2003,1159,Alhambra,California,USA,1159: Ramona Rampage,34.0937004,-118.1272736
2003,1160,San Marino,California,USA,1160: Titanium,34.1221008,-118.1051636
2003,1164,Las Cruces,New Mexico,USA,1164: Project NEO,32.3069,-106.7778473
2003,1165,Phoenix,Arizona,USA,1165: Team Paradise,33.4482498,-112.075798
2003,1168,Malvern,Pennsylvania,USA,1168: Malvern Robotics,40.0369186,-75.510437
2003,1178,St. Louis,Missouri,USA,1178: DuRT  (De Smet united Robotics Team),38.6277504,-90.1995621
2003,1188,Royal Oak,Michigan,USA,1188: RoboRavens1,42.4881516,-83.1424408
2003,1189,Grosse Pointe,Michigan,USA,1189: The Gearheads,42.3864098,-82.9111786
2003,1197,Torrance,California,USA,1197: TorBots,33.8366585,-118.3416595
2003,1208,O'Fallon,Illinois,USA,1208: Metool Brigade,38.590641,-89.9108582
2003,1209,Tulsa,Oklahoma,USA,1209: Robo Hornets,36.1497383,-95.9933319
2003,1212,Chandler,Arizona,USA,1212: Sentinels,33.3033791,-111.8408279
2003,1218,Philadelphia,Pennsylvania,USA,1218: Vulcan Robotics,39.9522781,-75.1624527
2003,1225,Hendersonville,North Carolina,USA,1225: Gorillas,35.3155708,-82.4586563
2003,1228,Rahway,New Jersey,USA,1228: RoboTribe,40.6043396,-74.2743607
2003,1230,Bronx,New York,USA,1230: The Lehman Lionics,40.8372917,-73.8860092
2004,1241,Mississauga,Ontario,Canada,1241: THEORY6,43.6837006,-79.6052017
2004,1243,Swartz Creek,Michigan,USA,1243: Dragons,42.956459,-83.8300476
2004,1245,Louisville,Colorado,USA,1245: MoHi Shazbots,39.9772911,-105.1321182
2004,1246,Toronto,Ontario,Canada,1246: Agincourt Lancers,43.6573982,-79.4328003
2004,1247,North Sutton,New Hampshire,USA,1247: Robotics of Kearsarge (ROK),43.3639603,-71.9400635
2004,1248,Berea,Ohio,USA,1248: TITANium Allies,41.3650589,-81.8525696
2004,1249,Delbarton,West Virginia,USA,1249: Robo Rats,37.7038498,-82.1852417
2004,1250,Dearborn,Michigan,USA,1250: Gator-Bots,42.3220901,-83.176239
2004,1251,Coconut Creek,Florida,USA,1251: TechTigers,26.2596397,-80.1876297
2004,1254,Lawrence,Michigan,USA,1254: Tech Force,42.2055893,-86.0511703
2004,1255,Baytown,Texas,USA,1255: Blarglefish,29.72859,-94.9965897
2004,1257,Scotch Plains,New Jersey,USA,1257: Parallel Universe,40.6328011,-74.3739014
2004,1258,Seattle,Washington,USA,1258: SeaBot,47.603569,-122.3294525
2004,1259,Pewaukee,Wisconsin,USA,1259: Paradigm Shift,43.0759201,-88.2245483
2004,1261,Suwanee,Georgia,USA,1261: Robo  Lions,34.056881,-84.0653305
2004,1262,Martinsville,Virginia,USA,1262: the STAGS,36.6899605,-79.8688126
2004,1266,San Diego,California,USA,1266: The Devil Duckies,32.7156906,-117.1617203
2004,1277,Groton,Massachusetts,USA,1277: The Robotomies,42.6085281,-71.5716629
2004,1279,Somerville,New Jersey,USA,1279: Cold Fusion,40.5707016,-74.6193924
2004,1280,Danville,California,USA,1280: Ragin' C- Biscuits of San Ramon Valley High,37.8316193,-122.0047684
2004,1285,Mississauga,Ontario,Canada,1285: The Big Bang,43.6837006,-79.6052017
2004,1287,Myrtle Beach,South Carolina,USA,1287: Aluminum Assault,33.6935616,-78.8826599
2004,1288,Saint Charles,Missouri,USA,1288: RAVEN Robotics,38.7829514,-90.4818268
2004,1289,Lawrence,Massachusetts,USA,1289: Gearheadz,42.7103996,-71.1607971
2004,1290,Chandler,Arizona,USA,1290: Robowolves,33.3033791,-111.8408279
2004,1293,Columbia,South Carolina,USA,1293: Pandamaniacs,33.9988213,-81.045372
2004,1294,Sammamish,Washington,USA,1294: Top Gun,47.6137314,-122.0353775
2004,1296,Rockwall,Texas,USA,1296: Full Metal Jackets,32.9310417,-96.460762
2004,1303,Casper,Wyoming,USA,1303: WYOHAZARD,42.8500786,-106.3277893
2004,1305,North Bay,Ontario,Canada,1305: Ice Cubed,46.3180008,-79.4661026
2004,1306,Middleton,Wisconsin,USA,1306: BadgerBOTS,43.0746994,-89.5747833
2004,1307,Dover,New Hampshire,USA,1307: Robosaints,43.1934586,-70.8741837
2004,1308,Cleveland,Ohio,USA,1308: Wildcats,41.5047493,-81.6907196
2004,1310,Toronto,Ontario,Canada,1310: Runnymede Robotics,43.6573982,-79.4328003
2004,1311,Kennesaw,Georgia,USA,1311: Kell Robotics,34.0234413,-84.6167603
2004,1317,Columbus,Ohio,USA,1317: Digital Fusion,39.9619904,-83.0027466
2004,1318,Issaquah,Washington,USA,1318: Issaquah Robotics Society,47.5300903,-122.0338211
2004,1319,Mauldin,South Carolina,USA,1319: Flash,34.7787399,-82.3089523
2004,1322,Fenton,Michigan,USA,1322: Genesee Robotics Area Youth Team (GRAYT),42.7936897,-83.7052612
2004,1323,Madera,California,USA,1323: MadTown Robotics,36.9620514,-120.0639877
2004,1325,Mississauga,Ontario,Canada,1325: Inverse Paradox,43.6837006,-79.6052017
2004,1329,St. Louis,Missouri,USA,1329: ROBOREBELS,38.6277504,-90.1995621
2004,1332,Collbran,Colorado,USA,1332: Swift,39.2387314,-107.9615097
2004,1334,Oakville,Ontario,Canada,1334: Red Devils,43.4813995,-79.626503
2004,1339,Denver,Colorado,USA,1339: AngelBotics,39.7400093,-104.9923019
2004,1350,Providence,Rhode Island,USA,1350: The Rambots,41.8238716,-71.4119873
2004,1351,San Jose,California,USA,1351: TKO,37.3385811,-121.8855667
2004,1359,Lebanon,Oregon,USA,1359: Scalawags,44.5368881,-122.9070435
2004,1360,Oakville,Ontario,Canada,1360: Orbit Robotics,43.4813995,-79.626503
2004,1369,Tampa,Florida,USA,1369: Minotaur,27.9465294,-82.4592667
2004,1370,Middletown,Delaware,USA,1370: Thermogenesis,39.4501915,-75.7168198
2004,1378,Hilo,Hawaii,USA,1378: Hilo Viking Robotics,19.7192402,-155.0818481
2004,1382,Sao Jose dos Campos,Spo Paulo,Brazil,1382: ETEP Team,-23.2593994,-45.8832016
2004,1388,Arroyo Grande,California,USA,1388: Eagle Robotics,35.1241913,-120.5771713
2004,1389,Bethesda,Maryland,USA,1389: The Body Electric,38.9863701,-77.0969162
2004,1391,Westtown,Pennsylvania,USA,1391: The METAL MOOSE,39.9306908,-75.5529022
2004,1396,Staten Island,New York,USA,1396: Pyrobots,40.6424408,-74.0752792
2004,1398,Columbia,South Carolina,USA,1398: Robo-Raiders,33.9988213,-81.045372
2004,1403,Skillman,New Jersey,USA,1403: Cougar Robotics,40.428669,-74.6993713
2004,1405,Penfield,New York,USA,1405: Finney Falcons,43.1602898,-77.4493484
2004,1410,Denver,Colorado,USA,1410: The Kraken,39.7400093,-104.9923019
2004,1413,Skipwith,Virginia,USA,1413: Skrappy's Zoo,36.6889992,-78.4833527
2004,1414,Atlanta,Georgia,USA,1414: IHOT,33.7483101,-84.3911133
2004,1418,Falls Church,Virginia,USA,1418: Vae Victis,38.8854904,-77.1736221
2004,1421,Picayune,Mississippi,USA,1421: Team Chaos,30.5262699,-89.6797485
2004,1422,Fresno,California,USA,1422: The Neon Knights,36.7406807,-119.7857285
2004,1425,Wilsonville,Oregon,USA,1425: Error Code Xero,45.3097305,-122.7693558
2004,1432,Portland,Oregon,USA,1432: Metal Beavers,45.5117912,-122.6756287
2004,1438,Anaheim,California,USA,1438: The A Team,33.8327599,-117.9157181
2004,1444,St. Louis,Missouri,USA,1444: The Lightning Lancers,38.6277504,-90.1995621
2004,1446,Washington,District of Columbia,USA,1446: Robo Knights,38.8903694,-77.0319595
2004,1448,Parsons,Kansas,USA,1448: Parsons Vikings,37.3404999,-95.2583923
2004,1450,Rochester,New York,USA,1450: XQ RobotiX,43.1557999,-77.6163177
2004,1452,Los Angeles,California,USA,1452: Omnicats,34.0534897,-118.2453232
2004,1458,Danville,California,USA,1458: Red Tie Robotics,37.8316193,-122.0047684
2004,1466,Knoxville,Tennessee,USA,1466: Webb Robotics,35.9604912,-83.9209137
2004,1468,Hicksville,New York,USA,1468: Hicksville J-Birds,40.7634392,-73.5275269
2004,1474,Tewksbury,Massachusetts,USA,1474: Master Link Militia,42.6115913,-71.2326508
2004,1477,The Woodlands,Texas,USA,1477: Texas Torque,30.1575203,-95.4557724
2004,1481,Farmington Hills,Michigan,USA,1481: The Riveters,42.4845581,-83.3634033
2004,1482,Calgary,Alberta,Canada,1482: Ghosts,51.0452194,-114.0630188
2004,1492,Tempe,Arizona,USA,1492: Team CAUTION,33.4255104,-111.9374237
2004,1493,Albany,New York,USA,1493:  Falcons,42.6515503,-73.7552109
2004,1495,West Grove,Pennsylvania,USA,1495: Red Devils,39.8221588,-75.826683
2005,1501,Huntington,Indiana,USA,1501: Team THRUST,40.8828316,-85.4942398
2005,1502,Chelsea,Michigan,USA,1502: Technical Difficulties,42.3184586,-84.0192566
2005,1504,Okemos,Michigan,USA,1504: Desperate Penguins,42.7154503,-84.4300385
2005,1506,Flint,Michigan,USA,1506: Metal Muscle,43.0114403,-83.6867905
2005,1507,Lockport,New York,USA,1507: Warlocks,43.1691895,-78.6953735
2005,1510,Beaverton,Oregon,USA,1510: Wildcats,45.4846802,-122.7960434
2005,1511,Penfield,New York,USA,1511: Rolling Thunder,43.1602898,-77.4493484
2005,1512,Concord,New Hampshire,USA,1512: The Metal Vidsters,43.2072487,-71.5365982
2005,1515,Beverly Hills,California,USA,1515: MorTorq,34.0734787,-118.4003372
2005,1517,Concord,New Hampshire,USA,1517: The Lumberjacks,43.2072487,-71.5365982
2005,1518,Palmyra,New York,USA,1518: Raider Robotics,43.0633812,-77.2334137
2005,1519,Milford,New Hampshire,USA,1519: Mechanical Mayhem,42.8354988,-71.6484375
2005,1522,Mechanicsville,Virginia,USA,1522: DOTM - Defenders of the Multiverse,37.6127014,-77.3784637
2005,1523,Jupiter and Palm Beach Gardens,Florida,USA,1523: MARS (Mega Awesome Robotic Systems),26.9327602,-80.1018906
2005,1528,Monroe,Michigan,USA,1528: MTR (Monroe Trojan Robotics),41.9160614,-83.3979034
2005,1529,Indianapolis,Indiana,USA,1529: CyberCards,39.7669106,-86.1499634
2005,1533,Greensboro,North Carolina,USA,1533: Triple Strange,36.0689888,-79.7947006
2005,1537,Uniondale,New York,USA,1537: Robotic Knights,40.7179298,-73.5935364
2005,1538,San Diego,California,USA,1538: The Holy Cows,32.7156906,-117.1617203
2005,1539,Clover,South Carolina,USA,1539: Clover Robotics,35.1111984,-81.226593
2005,1540,Portland,Oregon,USA,1540: Flaming Chickens,45.5117912,-122.6756287
2005,1541,Midlothian,Virginia,USA,1541: MidloCanics,37.50354,-77.6512604
2005,1546,Baldwin,New York,USA,"1546: Chaos, Inc.",40.6581001,-73.6085968
2005,1547,Whitby,Ontario,Canada,"1547: Where's Waldo?""""",43.9063988,-78.9136963
2005,1551,Naples,New York,USA,1551: The Grapes of Wrath,42.6019783,-77.419693
2005,1553,Lugoff,South Carolina,USA,1553: KC Robotics Team,34.2265205,-80.6799622
2005,1554,Oceanside,New York,USA,1554: Oceanside Robotics,40.6419601,-73.6402817
2005,1557,Eustis,Florida,USA,1557: 12 Volt Bolt,28.8533993,-81.6835785
2005,1559,Victor,New York,USA,1559: Devil-Tech,42.9822388,-77.4084167
2005,1561,Oklahoma City,Oklahoma,USA,1561: ROBODUCKS,35.4720306,-97.5210724
2005,1566,Idaho Falls,Idaho,USA,1566: AMMOKNIGHTS,43.4920006,-112.0419922
2005,1569,Pocatello,Idaho,USA,1569: Haywire Robotics,42.8747406,-112.4505692
2005,1571,Gresham,Oregon,USA,1571: CALibrate Robotics,45.506279,-122.4353409
2005,1572,San Diego,California,USA,1572: Hammer Heads,32.7156906,-117.1617203
2005,1573,Kfar Galim,HaZafon (Northern),Israel,1573: Kfar Galim,32.818161,35.3821716
2005,1574,Misgav,HaZafon (Northern),Israel,1574: MisCar,32.8605003,35.2494011
2005,1576,Tel Aviv,Tel-Aviv,Israel,1576: Eroni Chet,32.0852585,34.7901306
2005,1577,Raanana,HaMerkaz (Central),Israel,1577: SteamPunk,32.1833,34.8666992
2005,1580,Ashkelon,HaDarom (Southern),Israel,1580:  The Blue Monkeys,31.6632042,34.5646248
2005,1583,Watkins,Colorado,USA,1583: Ridge View Academy Rambotics,39.7423172,-104.6040115
2005,1584,Nederland,Colorado,USA,1584: Pirates,39.9618797,-105.5107498
2005,1585,Shortsville,New York,USA,1585: Scitobor Robotics,42.9535904,-77.2301331
2005,1590,Lorain,Ohio,USA,1590: Titaniums,41.4682007,-82.1781464
2005,1591,Rochester,New York,USA,1591: Greece Gladiators,43.1557999,-77.6163177
2005,1592,Cocoa,Florida,USA,1592: Bionic Tigers,28.3516693,-80.726181
2005,1595,Spokane,Washington,USA,1595: The Dragons,47.6572609,-117.4122772
2005,1596,Sault Sainte Marie,Michigan,USA,1596: The Instigators,46.4923096,-84.3517227
2005,1598,Danville,Virginia,USA,1598: TeamTalon,36.5859795,-79.4171982
2005,1599,Mechanicsville,Virginia,USA,1599: CircuiTree,37.6127014,-77.3784637
2005,1600,Brooklyn,New York,USA,1600: ROBO KINGS AND QUEENS,40.6924515,-73.9903564
2005,1601,L.I.C.,New York,USA,1601: QS1601,40.7623672,-73.9244385
2005,1610,Franklin,Virginia,USA,1610: B.O.T. (Builders of Tomorrow),36.6775513,-76.9231567
2005,1619,Longmont,Colorado,USA,1619: Up-A-Creek Robotics,40.1639404,-105.100502
2005,1622,Poway,California,USA,1622: Team Spyder,32.9545898,-117.0419769
2005,1625,Winnebago,Illinois,USA,1625: Winnovation,42.2656784,-89.2413864
2005,1626,Metuchen,New Jersey,USA,1626: Falcon Robotics,40.5441589,-74.3630295
2005,1629,Accident,Maryland,USA,1629: Garrett Coalition (GaCo),39.6291008,-79.3196564
2005,1633,Tempe,Arizona,USA,1633: RoboBuffs,33.4255104,-111.9374237
2005,1635,Elmhurst,New York,USA,1635: TECHNOTICS,40.73769,-73.8814545
2005,1640,Downingtown,Pennsylvania,USA,1640: Sab-BOT-age,40.0045395,-75.7071381
2005,1642,Ft. Worth,Texas,USA,1642: Techno-Cats,32.7509499,-97.3308563
2005,1644,Los Angeles,California,USA,1644: The Robo-Skunks,34.0534897,-118.2453232
2005,1646,Lafayette,Indiana,USA,1646: Precision Guessworks,40.4173698,-86.8765488
2005,1647,Tabernacle,New Jersey,USA,1647: Iron Devils,39.8432693,-74.7104187
2005,1648,Atlanta,Georgia,USA,1648: G3 Robotics,33.7483101,-84.3911133
2005,1649,Windemere,Florida,USA,1649: Lakerbotics (The Lakers),28.1141205,-82.6821976
2005,1657,Kibutz E'in Shemer,HaZafon (Northern),Israel,1657: Hamosad,32.818161,35.3821716
2005,1658,St. Louis,Missouri,USA,1658: Tech Heads,38.6277504,-90.1995621
2005,1660,New York,New York,USA,1660: Harlem Knights,40.7820015,-73.8317032
2005,1661,Sherman Oaks,California,USA,1661: Griffitrons,34.1503868,-118.4418106
2005,1662,Lodi,California,USA,1662: Raptor Force Engineering,38.1301918,-121.2754669
2005,1665,Hudson,New York,USA,1665: Weapons of Mass Construction,42.2528191,-73.7914276
2005,1671,Clovis,California,USA,1671: Buchanan Bird Brains,36.8239403,-119.696579
2005,1672,Mahwah,New Jersey,USA,1672: Robo-T-Birds,41.0940018,-74.1545029
2005,1675,Milwaukee,Wisconsin,USA,1675: UPS (Ultimate Protection Squad),43.0418091,-87.9068375
2005,1676,Montvale,New Jersey,USA,1676: The Pascack PI-oneers,41.0488586,-74.0620575
2005,1677,Kalamazoo,Michigan,USA,1677: Quantum Ninjas,42.2915688,-85.5885086
2005,1678,Davis,California,USA,1678: Citrus Circuits,38.5466919,-121.7445679
2005,1683,Johns Creek,Georgia,USA,1683: Techno Titans,34.0235596,-84.1892929
2005,1684,Lapeer,Michigan,USA,1684: Chimeras,43.0286903,-83.3228226
2005,1690,Binyamina,HaZafon (Northern),Israel,1690: Orbit,32.818161,35.3821716
2005,1699,Colchester,Connecticut,USA,1699: Robocats,41.5744781,-72.3285065
